phase,structure,structure_alias_of,deadline_mode,power_mode,cell_id,U_norm,taskset_index,generation_seed,taskset_id,actual_total_utilization,task_count,distinct_power_count,taskset_semantic_hash,priority_rank_hash,power_vector_hash,generation_runtime_seconds,task_input_json
SCREENING,S3,S1,implicit,generator_default_heterogeneous,S3-U0.4,0.4,2,908679025,v93-p2-screening-s3-u0-t02-04858ea95a35,117167369926879/73110473442720,10,3,04858ea95a356c2c67e2bf97d48c65ad1f719c60b29189a46616d289394c1533,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,a55f4d505b10ae9d20c4f66ad624336ba9b17d7a82fc0880720038e828318e10,0.098827800,"[{""C"":14,""D"":46,""P"":""9300000000000001/200000000000000000000"",""T"":46,""arrival_offset"":7,""priority_rank"":0,""source_name"":""task_4"",""task_id"":""0"",""workload"":""control""},{""C"":2,""D"":67,""P"":""279/400000"",""T"":67,""arrival_offset"":12,""priority_rank"":1,""source_name"":""task_2"",""task_id"":""1"",""workload"":""decrypt""},{""C"":9,""D"":96,""P"":""9300000000000001/200000000000000000000"",""T"":96,""arrival_offset"":14,""priority_rank"":2,""source_name"":""task_8"",""task_id"":""2"",""workload"":""control""},{""C"":22,""D"":110,""P"":""9300000000000001/25000000000000000000"",""T"":110,""arrival_offset"":20,""priority_rank"":3,""source_name"":""task_3"",""task_id"":""3"",""workload"":""hash""},{""C"":2,""D"":112,""P"":""9300000000000001/200000000000000000000"",""T"":112,""arrival_offset"":2,""priority_rank"":4,""source_name"":""task_6"",""task_id"":""4"",""workload"":""control""},{""C"":1,""D"":131,""P"":""279/400000"",""T"":131,""arrival_offset"":29,""priority_rank"":5,""source_name"":""task_7"",""task_id"":""5"",""workload"":""encrypt""},{""C"":53,""D"":152,""P"":""9300000000000001/200000000000000000000"",""T"":152,""arrival_offset"":11,""priority_rank"":6,""source_name"":""task_1"",""task_id"":""6"",""workload"":""idle""},{""C"":43,""D"":171,""P"":""9300000000000001/200000000000000000000"",""T"":171,""arrival_offset"":29,""priority_rank"":7,""source_name"":""task_5"",""task_id"":""7"",""workload"":""idle""},{""C"":56,""D"":183,""P"":""279/400000"",""T"":183,""arrival_offset"":44,""priority_rank"":8,""source_name"":""task_9"",""task_id"":""8"",""workload"":""decrypt""},{""C"":8,""D"":186,""P"":""9300000000000001/200000000000000000000"",""T"":186,""arrival_offset"":8,""priority_rank"":9,""source_name"":""task_0"",""task_id"":""9"",""workload"":""control""}]"
SCREENING,S3,S1,implicit,generator_default_heterogeneous,S3-U0.4,0.4,3,789016111,v93-p2-screening-s3-u0-t03-ba6263a68adf,112873114801/70544443200,10,4,ba6263a68adfe788acaa851b6a880e5e66b35ea7a5f3cd6d06180f0ba30d09f2,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,60d21a8e33f937c710995af20aa35fcff45f60b6e6d10def9dee75833a3bb808,0.107706365,"[{""C"":4,""D"":47,""P"":""9300000000000001/200000000000000000000"",""T"":47,""arrival_offset"":10,""priority_rank"":0,""source_name"":""task_5"",""task_id"":""0"",""workload"":""control""},{""C"":13,""D"":64,""P"":""9300000000000001/200000000000000000000"",""T"":64,""arrival_offset"":0,""priority_rank"":1,""source_name"":""task_4"",""task_id"":""1"",""workload"":""idle""},{""C"":18,""D"":80,""P"":""279/500000"",""T"":80,""arrival_offset"":17,""priority_rank"":2,""source_name"":""task_2"",""task_id"":""2"",""workload"":""bzip2""},{""C"":26,""D"":88,""P"":""279/500000"",""T"":88,""arrival_offset"":3,""priority_rank"":3,""source_name"":""task_7"",""task_id"":""3"",""workload"":""bzip2""},{""C"":5,""D"":93,""P"":""279/400000"",""T"":93,""arrival_offset"":11,""priority_rank"":4,""source_name"":""task_8"",""task_id"":""4"",""workload"":""encrypt""},{""C"":16,""D"":120,""P"":""9300000000000001/25000000000000000000"",""T"":120,""arrival_offset"":29,""priority_rank"":5,""source_name"":""task_0"",""task_id"":""5"",""workload"":""hash""},{""C"":30,""D"":131,""P"":""9300000000000001/25000000000000000000"",""T"":131,""arrival_offset"":13,""priority_rank"":6,""source_name"":""task_1"",""task_id"":""6"",""workload"":""hash""},{""C"":30,""D"":150,""P"":""279/400000"",""T"":150,""arrival_offset"":16,""priority_rank"":7,""source_name"":""task_9"",""task_id"":""7"",""workload"":""encrypt""},{""C"":16,""D"":168,""P"":""279/400000"",""T"":168,""arrival_offset"":5,""priority_rank"":8,""source_name"":""task_3"",""task_id"":""8"",""workload"":""decrypt""},{""C"":14,""D"":175,""P"":""9300000000000001/200000000000000000000"",""T"":175,""arrival_offset"":27,""priority_rank"":9,""source_name"":""task_6"",""task_id"":""9"",""workload"":""idle""}]"
SCREENING,S3,S1,implicit,generator_default_heterogeneous,S3-U0.4,0.4,4,1729994612,v93-p2-screening-s3-u0-t04-9baed33111eb,16422100992959/10265505281460,10,3,9baed33111eb77c560eb8e181bfdc18144dd785962712dc0773df354fdc1b8df,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,129ac43ac6c32f79e3a916c8a5bac02ca294c2aca2fa574b08f4f830874b233e,0.103895777,"[{""C"":8,""D"":66,""P"":""279/400000"",""T"":66,""arrival_offset"":4,""priority_rank"":0,""source_name"":""task_8"",""task_id"":""0"",""workload"":""encrypt""},{""C"":14,""D"":73,""P"":""279/400000"",""T"":73,""arrival_offset"":13,""priority_rank"":1,""source_name"":""task_4"",""task_id"":""1"",""workload"":""decrypt""},{""C"":34,""D"":78,""P"":""9300000000000001/200000000000000000000"",""T"":78,""arrival_offset"":22,""priority_rank"":2,""source_name"":""task_1"",""task_id"":""2"",""workload"":""idle""},{""C"":1,""D"":87,""P"":""279/400000"",""T"":87,""arrival_offset"":2,""priority_rank"":3,""source_name"":""task_5"",""task_id"":""3"",""workload"":""decrypt""},{""C"":23,""D"":93,""P"":""9300000000000001/25000000000000000000"",""T"":93,""arrival_offset"":23,""priority_rank"":4,""source_name"":""task_0"",""task_id"":""4"",""workload"":""hash""},{""C"":3,""D"":103,""P"":""9300000000000001/25000000000000000000"",""T"":103,""arrival_offset"":19,""priority_rank"":5,""source_name"":""task_6"",""task_id"":""5"",""workload"":""hash""},{""C"":11,""D"":118,""P"":""9300000000000001/25000000000000000000"",""T"":118,""arrival_offset"":26,""priority_rank"":6,""source_name"":""task_3"",""task_id"":""6"",""workload"":""hash""},{""C"":11,""D"":143,""P"":""9300000000000001/25000000000000000000"",""T"":143,""arrival_offset"":21,""priority_rank"":7,""source_name"":""task_2"",""task_id"":""7"",""workload"":""hash""},{""C"":3,""D"":146,""P"":""279/400000"",""T"":146,""arrival_offset"":10,""priority_rank"":8,""source_name"":""task_7"",""task_id"":""8"",""workload"":""encrypt""},{""C"":67,""D"":180,""P"":""279/400000"",""T"":180,""arrival_offset"":42,""priority_rank"":9,""source_name"":""task_9"",""task_id"":""9"",""workload"":""decrypt""}]"
SCREENING,S3,S1,implicit,generator_default_heterogeneous,S3-U0.6,0.6,0,376035233,v93-p2-screening-s3-u1-t00-a72990308787,31189422048190/12989856756201,10,4,a72990308787658e19aeb77af5e346716233938e27cb57d8441ba03bb5710ccf,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,4f916cc951472a6eb14c20e1c0d4186698c3b86ae4ab71d775e2376febcd0ab9,0.095417620,"[{""C"":25,""D"":78,""P"":""279/500000"",""T"":78,""arrival_offset"":10,""priority_rank"":0,""source_name"":""task_2"",""task_id"":""0"",""workload"":""bzip2""},{""C"":6,""D"":97,""P"":""279/400000"",""T"":97,""arrival_offset"":22,""priority_rank"":1,""source_name"":""task_7"",""task_id"":""1"",""workload"":""decrypt""},{""C"":1,""D"":119,""P"":""9300000000000001/25000000000000000000"",""T"":119,""arrival_offset"":27,""priority_rank"":2,""source_name"":""task_1"",""task_id"":""2"",""workload"":""hash""},{""C"":15,""D"":127,""P"":""279/400000"",""T"":127,""arrival_offset"":22,""priority_rank"":3,""source_name"":""task_3"",""task_id"":""3"",""workload"":""decrypt""},{""C"":79,""D"":137,""P"":""9300000000000001/25000000000000000000"",""T"":137,""arrival_offset"":12,""priority_rank"":4,""source_name"":""task_6"",""task_id"":""4"",""workload"":""hash""},{""C"":79,""D"":169,""P"":""9300000000000001/25000000000000000000"",""T"":169,""arrival_offset"":14,""priority_rank"":5,""source_name"":""task_4"",""task_id"":""5"",""workload"":""hash""},{""C"":51,""D"":170,""P"":""279/400000"",""T"":170,""arrival_offset"":0,""priority_rank"":6,""source_name"":""task_0"",""task_id"":""6"",""workload"":""encrypt""},{""C"":66,""D"":182,""P"":""9300000000000001/200000000000000000000"",""T"":182,""arrival_offset"":53,""priority_rank"":7,""source_name"":""task_8"",""task_id"":""7"",""workload"":""control""},{""C"":22,""D"":188,""P"":""9300000000000001/200000000000000000000"",""T"":188,""arrival_offset"":9,""priority_rank"":8,""source_name"":""task_5"",""task_id"":""8"",""workload"":""idle""},{""C"":13,""D"":190,""P"":""9300000000000001/200000000000000000000"",""T"":190,""arrival_offset"":44,""priority_rank"":9,""source_name"":""task_9"",""task_id"":""9"",""workload"":""idle""}]"
SCREENING,S3,S1,implicit,generator_default_heterogeneous,S3-U0.6,0.6,1,1136913632,v93-p2-screening-s3-u1-t01-8fa3711e6bf7,214893199271675689/89527636657324320,10,3,8fa3711e6bf7a3fc521f4c2da385e7a5fe4da3fd37e3a7cf867a90aab849e8e7,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,89e0ed2dedda59897638ea570253784dfa71451beb8dee3254c14106692abea7,0.109776103,"[{""C"":16,""D"":83,""P"":""9300000000000001/200000000000000000000"",""T"":83,""arrival_offset"":13,""priority_rank"":0,""source_name"":""task_1"",""task_id"":""0"",""workload"":""idle""},{""C"":14,""D"":86,""P"":""279/400000"",""T"":86,""arrival_offset"":7,""priority_rank"":1,""source_name"":""task_6"",""task_id"":""1"",""workload"":""decrypt""},{""C"":29,""D"":147,""P"":""279/400000"",""T"":147,""arrival_offset"":41,""priority_rank"":2,""source_name"":""task_0"",""task_id"":""2"",""workload"":""encrypt""},{""C"":4,""D"":148,""P"":""9300000000000001/200000000000000000000"",""T"":148,""arrival_offset"":34,""priority_rank"":3,""source_name"":""task_5"",""task_id"":""3"",""workload"":""control""},{""C"":48,""D"":152,""P"":""279/500000"",""T"":152,""arrival_offset"":3,""priority_rank"":4,""source_name"":""task_9"",""task_id"":""4"",""workload"":""bzip2""},{""C"":84,""D"":160,""P"":""279/400000"",""T"":160,""arrival_offset"":45,""priority_rank"":5,""source_name"":""task_3"",""task_id"":""5"",""workload"":""encrypt""},{""C"":73,""D"":160,""P"":""279/400000"",""T"":160,""arrival_offset"":12,""priority_rank"":6,""source_name"":""task_4"",""task_id"":""6"",""workload"":""decrypt""},{""C"":19,""D"":169,""P"":""279/500000"",""T"":169,""arrival_offset"":42,""priority_rank"":7,""source_name"":""task_2"",""task_id"":""7"",""workload"":""bzip2""},{""C"":31,""D"":188,""P"":""9300000000000001/200000000000000000000"",""T"":188,""arrival_offset"":1,""priority_rank"":8,""source_name"":""task_8"",""task_id"":""8"",""workload"":""idle""},{""C"":47,""D"":191,""P"":""279/500000"",""T"":191,""arrival_offset"":3,""priority_rank"":9,""source_name"":""task_7"",""task_id"":""9"",""workload"":""bzip2""}]"
SCREENING,S3,S1,implicit,generator_default_heterogeneous,S3-U0.6,0.6,2,1695937002,v93-p2-screening-s3-u1-t02-b406d40662ca,5802157658813/2415651638400,10,2,b406d40662caa36fe9382fbe124372c588029f610f3aa4ce86eb378522ab4a0b,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,a72ddfc1d22c6efda6f2bbd539cbda5e120b9053ac53925ca3c0d46da7941a19,0.128151779,"[{""C"":7,""D"":51,""P"":""279/400000"",""T"":51,""arrival_offset"":14,""priority_rank"":0,""source_name"":""task_3"",""task_id"":""0"",""workload"":""decrypt""},{""C"":2,""D"":53,""P"":""9300000000000001/200000000000000000000"",""T"":53,""arrival_offset"":13,""priority_rank"":1,""source_name"":""task_0"",""task_id"":""1"",""workload"":""idle""},{""C"":16,""D"":54,""P"":""279/400000"",""T"":54,""arrival_offset"":2,""priority_rank"":2,""source_name"":""task_7"",""task_id"":""2"",""workload"":""decrypt""},{""C"":40,""D"":75,""P"":""279/400000"",""T"":75,""arrival_offset"":13,""priority_rank"":3,""source_name"":""task_9"",""task_id"":""3"",""workload"":""encrypt""},{""C"":21,""D"":88,""P"":""279/400000"",""T"":88,""arrival_offset"":0,""priority_rank"":4,""source_name"":""task_1"",""task_id"":""4"",""workload"":""decrypt""},{""C"":4,""D"":124,""P"":""9300000000000001/200000000000000000000"",""T"":124,""arrival_offset"":37,""priority_rank"":5,""source_name"":""task_2"",""task_id"":""5"",""workload"":""idle""},{""C"":53,""D"":128,""P"":""9300000000000001/200000000000000000000"",""T"":128,""arrival_offset"":20,""priority_rank"":6,""source_name"":""task_8"",""task_id"":""6"",""workload"":""control""},{""C"":1,""D"":165,""P"":""279/400000"",""T"":165,""arrival_offset"":32,""priority_rank"":7,""source_name"":""task_5"",""task_id"":""7"",""workload"":""decrypt""},{""C"":43,""D"":182,""P"":""9300000000000001/200000000000000000000"",""T"":182,""arrival_offset"":21,""priority_rank"":8,""source_name"":""task_4"",""task_id"":""8"",""workload"":""idle""},{""C"":94,""D"":200,""P"":""9300000000000001/200000000000000000000"",""T"":200,""arrival_offset"":2,""priority_rank"":9,""source_name"":""task_6"",""task_id"":""9"",""workload"":""control""}]"
SCREENING,S3,S1,implicit,generator_default_heterogeneous,S3-U0.6,0.6,3,962932128,v93-p2-screening-s3-u1-t03-c119fe98880e,100908413695810369/42012054040454720,10,3,c119fe98880ed4eac867b2628e3166fdc07fe7150e18ff05c565b3cf841023bf,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,8d5d5a6452d7b91350214b028686cce3beb856182df870c9e40729fa90c9a7fe,0.100286721,"[{""C"":42,""D"":53,""P"":""9300000000000001/200000000000000000000"",""T"":53,""arrival_offset"":15,""priority_rank"":0,""source_name"":""task_9"",""task_id"":""0"",""workload"":""idle""},{""C"":9,""D"":64,""P"":""9300000000000001/25000000000000000000"",""T"":64,""arrival_offset"":13,""priority_rank"":1,""source_name"":""task_5"",""task_id"":""1"",""workload"":""hash""},{""C"":9,""D"":70,""P"":""9300000000000001/200000000000000000000"",""T"":70,""arrival_offset"":18,""priority_rank"":2,""source_name"":""task_0"",""task_id"":""2"",""workload"":""idle""},{""C"":19,""D"":71,""P"":""279/400000"",""T"":71,""arrival_offset"":18,""priority_rank"":3,""source_name"":""task_7"",""task_id"":""3"",""workload"":""decrypt""},{""C"":27,""D"":103,""P"":""279/400000"",""T"":103,""arrival_offset"":28,""priority_rank"":4,""source_name"":""task_8"",""task_id"":""4"",""workload"":""encrypt""},{""C"":15,""D"":118,""P"":""279/400000"",""T"":118,""arrival_offset"":6,""priority_rank"":5,""source_name"":""task_4"",""task_id"":""5"",""workload"":""encrypt""},{""C"":19,""D"":151,""P"":""9300000000000001/25000000000000000000"",""T"":151,""arrival_offset"":15,""priority_rank"":6,""source_name"":""task_2"",""task_id"":""6"",""workload"":""hash""},{""C"":13,""D"":182,""P"":""9300000000000001/200000000000000000000"",""T"":182,""arrival_offset"":15,""priority_rank"":7,""source_name"":""task_6"",""task_id"":""7"",""workload"":""control""},{""C"":37,""D"":193,""P"":""9300000000000001/200000000000000000000"",""T"":193,""arrival_offset"":38,""priority_rank"":8,""source_name"":""task_3"",""task_id"":""8"",""workload"":""control""},{""C"":58,""D"":197,""P"":""9300000000000001/200000000000000000000"",""T"":197,""arrival_offset"":50,""priority_rank"":9,""source_name"":""task_1"",""task_id"":""9"",""workload"":""idle""}]"
SCREENING,S3,S1,implicit,generator_default_heterogeneous,S3-U0.6,0.6,4,1855507958,v93-p2-screening-s3-u1-t04-c99f10a1fed4,28961399956327889/12076870224515250,10,4,c99f10a1fed42015becbae9a9c363244f4fb90e87b244384106de91b6b605f3f,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,3e33c2c1ef38cea9fd262171da040260fefea1cb507943885d676a79dd7cee9e,0.101794765,"[{""C"":3,""D"":43,""P"":""9300000000000001/25000000000000000000"",""T"":43,""arrival_offset"":7,""priority_rank"":0,""source_name"":""task_3"",""task_id"":""0"",""workload"":""hash""},{""C"":9,""D"":53,""P"":""9300000000000001/200000000000000000000"",""T"":53,""arrival_offset"":8,""priority_rank"":1,""source_name"":""task_6"",""task_id"":""1"",""workload"":""control""},{""C"":27,""D"":67,""P"":""9300000000000001/25000000000000000000"",""T"":67,""arrival_offset"":1,""priority_rank"":2,""source_name"":""task_5"",""task_id"":""2"",""workload"":""hash""},{""C"":24,""D"":88,""P"":""279/500000"",""T"":88,""arrival_offset"":13,""priority_rank"":3,""source_name"":""task_1"",""task_id"":""3"",""workload"":""bzip2""},{""C"":26,""D"":105,""P"":""279/500000"",""T"":105,""arrival_offset"":28,""priority_rank"":4,""source_name"":""task_0"",""task_id"":""4"",""workload"":""bzip2""},{""C"":55,""D"":118,""P"":""9300000000000001/200000000000000000000"",""T"":118,""arrival_offset"":21,""priority_rank"":5,""source_name"":""task_7"",""task_id"":""5"",""workload"":""control""},{""C"":12,""D"":125,""P"":""279/400000"",""T"":125,""arrival_offset"":2,""priority_rank"":6,""source_name"":""task_2"",""task_id"":""6"",""workload"":""decrypt""},{""C"":70,""D"":139,""P"":""279/400000"",""T"":139,""arrival_offset"":17,""priority_rank"":7,""source_name"":""task_4"",""task_id"":""7"",""workload"":""encrypt""},{""C"":25,""D"":165,""P"":""279/400000"",""T"":165,""arrival_offset"":13,""priority_rank"":8,""source_name"":""task_9"",""task_id"":""8"",""workload"":""encrypt""},{""C"":3,""D"":167,""P"":""279/500000"",""T"":167,""arrival_offset"":18,""priority_rank"":9,""source_name"":""task_8"",""task_id"":""9"",""workload"":""bzip2""}]"
SCREENING,S4,S2,constrained,generator_default_heterogeneous,S4-U0.4,0.4,0,302092971,v93-p2-screening-s4-u0-t00-5f6d79fa59db,931111897509779/582731230961880,10,4,5f6d79fa59dbd5f56703bd685b75b45ed2769b2f3ee91db3824e7b2f67b1e1e0,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,d416d104b0dbaafa0c6865686c46c43d4713251dfec4c1421664acc93fd4ca6a,0.102539819,"[{""C"":12,""D"":80,""P"":""279/400000"",""T"":83,""arrival_offset"":24,""priority_rank"":0,""source_name"":""task_2"",""task_id"":""0"",""workload"":""decrypt""},{""C"":31,""D"":52,""P"":""9300000000000001/200000000000000000000"",""T"":144,""arrival_offset"":29,""priority_rank"":1,""source_name"":""task_3"",""task_id"":""1"",""workload"":""control""},{""C"":42,""D"":104,""P"":""279/400000"",""T"":158,""arrival_offset"":10,""priority_rank"":2,""source_name"":""task_8"",""task_id"":""2"",""workload"":""decrypt""},{""C"":2,""D"":113,""P"":""9300000000000001/25000000000000000000"",""T"":163,""arrival_offset"":41,""priority_rank"":3,""source_name"":""task_4"",""task_id"":""3"",""workload"":""hash""},{""C"":74,""D"":166,""P"":""279/500000"",""T"":168,""arrival_offset"":35,""priority_rank"":4,""source_name"":""task_5"",""task_id"":""4"",""workload"":""bzip2""},{""C"":26,""D"":120,""P"":""279/500000"",""T"":170,""arrival_offset"":10,""priority_rank"":5,""source_name"":""task_1"",""task_id"":""5"",""workload"":""bzip2""},{""C"":21,""D"":148,""P"":""9300000000000001/200000000000000000000"",""T"":176,""arrival_offset"":24,""priority_rank"":6,""source_name"":""task_7"",""task_id"":""6"",""workload"":""idle""},{""C"":19,""D"":86,""P"":""279/400000"",""T"":178,""arrival_offset"":48,""priority_rank"":7,""source_name"":""task_6"",""task_id"":""7"",""workload"":""encrypt""},{""C"":12,""D"":62,""P"":""9300000000000001/200000000000000000000"",""T"":189,""arrival_offset"":13,""priority_rank"":8,""source_name"":""task_0"",""task_id"":""8"",""workload"":""idle""},{""C"":15,""D"":94,""P"":""279/500000"",""T"":195,""arrival_offset"":42,""priority_rank"":9,""source_name"":""task_9"",""task_id"":""9"",""workload"":""bzip2""}]"
SCREENING,S4,S2,constrained,generator_default_heterogeneous,S4-U0.4,0.4,1,2070043486,v93-p2-screening-s4-u0-t01-fbb033835a1c,11427331334417419/7144848734437260,10,4,fbb033835a1c4479f50fdcbbcc957811a4afa848e805499240ab6a3e5db4b6d6,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,375cefbd773b1a1756be047890122f9fe0ca57f66324335e3cbadefae2e00cf9,0.102532509,"[{""C"":7,""D"":11,""P"":""279/400000"",""T"":54,""arrival_offset"":6,""priority_rank"":0,""source_name"":""task_6"",""task_id"":""0"",""workload"":""decrypt""},{""C"":2,""D"":62,""P"":""279/400000"",""T"":89,""arrival_offset"":4,""priority_rank"":1,""source_name"":""task_4"",""task_id"":""1"",""workload"":""decrypt""},{""C"":33,""D"":60,""P"":""9300000000000001/25000000000000000000"",""T"":95,""arrival_offset"":7,""priority_rank"":2,""source_name"":""task_5"",""task_id"":""2"",""workload"":""hash""},{""C"":3,""D"":89,""P"":""279/400000"",""T"":109,""arrival_offset"":3,""priority_rank"":3,""source_name"":""task_2"",""task_id"":""3"",""workload"":""encrypt""},{""C"":3,""D"":4,""P"":""279/400000"",""T"":119,""arrival_offset"":25,""priority_rank"":4,""source_name"":""task_8"",""task_id"":""4"",""workload"":""encrypt""},{""C"":23,""D"":99,""P"":""279/400000"",""T"":122,""arrival_offset"":4,""priority_rank"":5,""source_name"":""task_9"",""task_id"":""5"",""workload"":""encrypt""},{""C"":52,""D"":77,""P"":""9300000000000001/200000000000000000000"",""T"":144,""arrival_offset"":42,""priority_rank"":6,""source_name"":""task_3"",""task_id"":""6"",""workload"":""control""},{""C"":67,""D"":68,""P"":""279/500000"",""T"":154,""arrival_offset"":20,""priority_rank"":7,""source_name"":""task_0"",""task_id"":""7"",""workload"":""bzip2""},{""C"":9,""D"":76,""P"":""279/400000"",""T"":174,""arrival_offset"":33,""priority_rank"":8,""source_name"":""task_1"",""task_id"":""8"",""workload"":""decrypt""},{""C"":2,""D"":13,""P"":""9300000000000001/200000000000000000000"",""T"":186,""arrival_offset"":48,""priority_rank"":9,""source_name"":""task_7"",""task_id"":""9"",""workload"":""control""}]"
SCREENING,S4,S2,constrained,generator_default_heterogeneous,S4-U0.4,0.4,2,465824813,v93-p2-screening-s4-u0-t02-410525d64640,4957949242843/3099295249050,10,4,410525d646408ac2a619505d1386de52e4bb45a0b6227af4cd580fcd382fc14a,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,86d8b4f0f2c949c912d07a6ef178ec5f3609e2b0de13471326d002b1b25c119c,0.102743399,"[{""C"":5,""D"":5,""P"":""9300000000000001/200000000000000000000"",""T"":53,""arrival_offset"":4,""priority_rank"":0,""source_name"":""task_3"",""task_id"":""0"",""workload"":""control""},{""C"":12,""D"":45,""P"":""279/500000"",""T"":59,""arrival_offset"":8,""priority_rank"":1,""source_name"":""task_7"",""task_id"":""1"",""workload"":""bzip2""},{""C"":15,""D"":16,""P"":""9300000000000001/25000000000000000000"",""T"":65,""arrival_offset"":0,""priority_rank"":2,""source_name"":""task_5"",""task_id"":""2"",""workload"":""hash""},{""C"":31,""D"":82,""P"":""9300000000000001/200000000000000000000"",""T"":105,""arrival_offset"":29,""priority_rank"":3,""source_name"":""task_2"",""task_id"":""3"",""workload"":""control""},{""C"":12,""D"":83,""P"":""279/400000"",""T"":106,""arrival_offset"":2,""priority_rank"":4,""source_name"":""task_6"",""task_id"":""4"",""workload"":""encrypt""},{""C"":1,""D"":120,""P"":""9300000000000001/200000000000000000000"",""T"":123,""arrival_offset"":20,""priority_rank"":5,""source_name"":""task_8"",""task_id"":""5"",""workload"":""idle""},{""C"":18,""D"":90,""P"":""9300000000000001/200000000000000000000"",""T"":138,""arrival_offset"":32,""priority_rank"":6,""source_name"":""task_1"",""task_id"":""6"",""workload"":""idle""},{""C"":6,""D"":58,""P"":""9300000000000001/200000000000000000000"",""T"":147,""arrival_offset"":31,""priority_rank"":7,""source_name"":""task_9"",""task_id"":""7"",""workload"":""idle""},{""C"":63,""D"":70,""P"":""279/400000"",""T"":154,""arrival_offset"":18,""priority_rank"":8,""source_name"":""task_0"",""task_id"":""8"",""workload"":""encrypt""},{""C"":13,""D"":16,""P"":""279/500000"",""T"":175,""arrival_offset"":28,""priority_rank"":9,""source_name"":""task_4"",""task_id"":""9"",""workload"":""bzip2""}]"
SCREENING,S4,S2,constrained,generator_default_heterogeneous,S4-U0.4,0.4,3,992810001,v93-p2-screening-s4-u0-t03-ceec564dd630,34157762401209749/21343803639787626,10,4,ceec564dd6307c5777ab9004cbb49d9acd00b05da99c79363658fe97fab05ad5,25bcf4a508c3b525481dd56098c0b41f7e7c0c839785cad0ad927c0263f97a9d,45e6b8911baed0aa85ee1c59354b1bdd112222d879b5c3d836954fec2ee563a2,0.096919814,"[{""C"":5,""D"":12,""P"":""9300000000000001/200000000000000000000"",""T"":58,""arrival_offset"":11,""priority_rank"":0,""source_name"":""task_8"",""task_id"":""0"",""workload"":""control""},{""C"":11,""D"":21,""P"":""9300000000000001/200000000000000000000"",""T"":59,""arrival_offset"":4,""priority_rank"":1,""source_name"":""task_2"",""task_id"":""1"",""workload"":""control""},{""C"":30,""D"":58,""P"":""279/400000"",""T"":69,""arrival_offset"":15,""priority_rank"":2,""source_name"":""task_9"",""task_id"":""2"",""workload"":""decrypt""},{""C"":15,""D"":76,""P"":""9300000000000001/200000000000000000000"",""T"":82,""arrival_offset"":13,""priority_rank"":3,""source_name"":""task_4"",""task_id"":""3"",""workload"":""idle""},{""C"":13,""D"":22,""P"":""279/500000"",""T"":92,""arrival_offset"":12,""priority_rank"":4,""source_name"":""task_3"",""task_id"":""4"",""workload"":""bzip2""},{""C"":10,""D"":48,""P"":""9300000000000001/200000000000000000000"",""T"":102,""arrival_offset"":9,""priority_rank"":5,""source_name"":""task_6"",""task_id"":""5"",""workload"":""control""},{""C"":11,""D"":117,""P"":""9300000000000001/200000000000000000000"",""T"":139,""arrival_offset"":11,""priority_rank"":6,""source_name"":""task_5"",""task_id"":""6"",""workload"":""idle""},{""C"":39,""D"":128,""P"":""9300000000000001/200000000000000000000"",""T"":148,""arrival_offset"":27,""priority_rank"":7,""source_name"":""task_1"",""task_id"":""7"",""workload"":""control""},{""C"":13,""D"":79,""P"":""279/400000"",""T"":151,""arrival_offset"":10,""priority_rank"":8,""source_name"":""task_0"",""task_id"":""8"",""workload"":""decrypt""},{""C"":7,""D"":37,""P"":""9300000000000001/25000000000000000000"",""T"":167,""arrival_offset"":29,""priority_rank"":9,""source_name"":""task_7"",""task_id"":""9"",""workload"":""hash""}]"
