plot,cell_id,taskset_id,variant,relation,x,y,outcome
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,0,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,1,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,2,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,3,0,EQUAL
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,4,2,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,5,5,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,6,9,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,7,12,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,8,12,TIGHTER
ablation,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,9,14,TIGHTER
ablation_gain_loss,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,1.0,0,UNCHANGED
ablation_gain_loss,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_D,LOC_D_VS_CW_D,0.0,0,UNCHANGED
ablation_gain_loss,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,1.0,0,UNCHANGED
ablation_gain_loss,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,LOC_THETA_CW_VS_CW_THETA_CW,0.0,0,UNCHANGED
ablation_gain_loss,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,1.0,0,UNCHANGED
ablation_gain_loss,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_CW_THETA_CW,0.0,0,UNCHANGED
ablation_gain_loss,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,1.0,0,UNCHANGED
ablation_gain_loss,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,CW_THETA_CW,CW_THETA_CW_VS_CW_D,0.0,0,UNCHANGED
ablation_gain_loss,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,1.0,0,UNCHANGED
ablation_gain_loss,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_LOC,LOC_THETA_LOC_VS_LOC_D,0.0,0,UNCHANGED
dependency_applicability,d0e0464ce63c9120e5a53941d79cb1b73e8844f3a0148b447b3f9919f2b633fd,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,FIXED_CW_DEPENDENCY,0,1,VALID
dependency_applicability,772a2c2f84ab12d492ff5f9176333c880f381bffd65215d6667fdad446897125,v93-5b7dce0b03-t00000-2292118c3dc7,LOC_THETA_CW,FIXED_CW_DEPENDENCY,1,1,VALID
